Title,Company,Location,Experience,Summary,Skills,Posting_Date,Job_URL,Job_Type,Scraped_Timestamp,Processed_Skill_Tokens,Skills_For_TFIDF,Cluster_Label
Sr. Data Engineer,Cowbell Cyber Inc.,"Pune, Maharashtra, India",4-6 year,Cowbell is signaling a new era in cyber insurance by harnessing technology and data to provide small and medium-sized enterprises (SMEs) with advanced warning of cyber risk exposures bundled with...,"Analytical and Problem solving,Design,DevOps,Apache Kafka,Data science techniques,Continuous Integration & Continuous Delivery - CI/CD,PostgreSQL,MySQL,Apache Flink,Data Engineering",27 Jan 2025,https://www.karkidi.com/job-details/87655-sr-data-engineer-job,Full Time,2025-05-20T18:00:21.796729,"['analytical and problem solving', 'design', 'devops', 'apache kafka', 'data science techniques', 'continuous integration continuous delivery - ci cd', 'postgresql', 'mysql', 'apache flink', 'data engineering']",analytical and problem solving design devops apache kafka data science techniques continuous integration continuous delivery - ci cd postgresql mysql apache flink data engineering,2
Full Stack Professional (React.JS UI expertise) with Gen AI,AT&T,"Bengaluru, Karnataka, India",12-14 year,"At AT&T we bring the world together with technology in ways you never imagined. With a range of products and services enhancing how you live, play and work, we’re keeping you connected...","Python Programming,SQL,React.js,Scala Programming,Aartificial intelligence,NumPy,Scikit-learn,Generative AI,Effective communication skills",24 Jan 2025,https://www.karkidi.com/job-details/87629-full-stack-professional-react-js-ui-expertise-with-gen-ai-job,Full Time,2025-05-20T18:00:21.797350,"['python programming', 'sql', 'react.js', 'scala programming', 'aartificial intelligence', 'numpy', 'scikit-learn', 'generative ai', 'effective communication skills']",python programming sql react.js scala programming aartificial intelligence numpy scikit-learn generative ai effective communication skills,0
Specialist Big Data Software Engineering,AT&T,"Bengaluru, Karnataka, India",6-8 year,We are seeking an innovative and detail-oriented Specialist Software Engineer (Full Stack) with over 6 years of experience in frontend and backend development. The ideal candidate will possess a...,"Java Programming,Oracle,Python Programming,MongoDB,Database,SQL,DevOps,Azure,Big Data Technology,Aartificial intelligence,Jenkins,Continuous Integration & Continuous Delivery - CI/CD,MySQL,Github,Large Language Models - LLMs",24 Jan 2025,https://www.karkidi.com/job-details/87628-specialist-big-data-software-engineering-job,Full Time,2025-05-20T18:00:21.797967,"['java programming', 'oracle', 'python programming', 'mongodb', 'database', 'sql', 'devops', 'azure', 'big data technology', 'aartificial intelligence', 'jenkins', 'continuous integration continuous delivery - ci cd', 'mysql', 'github', 'large language models - llms']",java programming oracle python programming mongodb database sql devops azure big data technology aartificial intelligence jenkins continuous integration continuous delivery - ci cd mysql github large language models - llms,3
Staff Product Designer(AI),ServiceNow,"Hyderabad, Telangana, India",4-6 year,"Team & Role At ServiceNow, we embrace representation in and from all professional and personal backgrounds and cultures. This diversity inspires passion and creativity among our teams and...","Aartificial intelligence,Database,Linux Operating system,Machine learning techniques,Python Programming,PyTorch,R Programming,Tableau,Unix Operating system",23 Jan 2025,https://www.karkidi.com/job-details/87621-staff-product-designer-ai-job,Full Time,2025-05-20T18:00:21.798549,"['aartificial intelligence', 'database', 'linux operating system', 'machine learning techniques', 'python programming', 'pytorch', 'r programming', 'tableau', 'unix operating system']",aartificial intelligence database linux operating system machine learning techniques python programming pytorch r programming tableau unix operating system,1
Senior/ Staff AI Implementation Engineer,ServiceNow,"Hyderabad, Telangana, India",6-8 year,"What you get to do in this role: Build high-quality, clean, scalable and reusable code by enforcing best practices around software engineering architecture and processes (Code Reviews,...","Aartificial intelligence,JavaScript,Linux Operating system,Python Programming,PyTorch,React.js,UI design,Unix Operating system,Vue.js",23 Jan 2025,https://www.karkidi.com/job-details/87619-senior-staff-ai-implementation-engineer-job,Full Time,2025-05-20T18:00:21.799174,"['aartificial intelligence', 'javascript', 'linux operating system', 'python programming', 'pytorch', 'react.js', 'ui design', 'unix operating system', 'vue.js']",aartificial intelligence javascript linux operating system python programming pytorch react.js ui design unix operating system vue.js,1
"Director, AI Platform",ServiceNow,"Hyderabad, Telangana, India",14-16 year,"We’re not yesterday’s IT department, we're Digital Technology. The world around us keeps changing and so do we. We’re redefining what it means to be IT with a mindset centered on...","JavaScript,Unix Operating system,UX design,UI design,Python Programming,Aartificial intelligence,Machine learning techniques,PyTorch,Algorithms,Linux Operating system,Transformer,Large Language Models - LLMs",23 Jan 2025,https://www.karkidi.com/job-details/87613-director-ai-platform-job,Full Time,2025-05-20T18:00:21.799790,"['javascript', 'unix operating system', 'ux design', 'ui design', 'python programming', 'aartificial intelligence', 'machine learning techniques', 'pytorch', 'algorithms', 'linux operating system', 'transformer', 'large language models - llms']",javascript unix operating system ux design ui design python programming aartificial intelligence machine learning techniques pytorch algorithms linux operating system transformer large language models - llms,1
Senior Staff Machine Learning Engineer,ServiceNow,"Hyderabad, Telangana, India",6-8 year,"What you get to do in this role: The Data Platform, Platform Engineering group is looking for a talented AL/ML Engineer to drive our next generation AI based solutions. You will...","Unix Operating system,Database,Aartificial intelligence,Machine learning techniques,Deep Learning,Natural Language Processing (NLP),Tableau,Linux Operating system,Large Language Models - LLMs,GPT",23 Jan 2025,https://www.karkidi.com/job-details/87610-senior-staff-machine-learning-engineer-job,Full Time,2025-05-20T18:00:21.800371,"['unix operating system', 'database', 'aartificial intelligence', 'machine learning techniques', 'deep learning', 'natural language processing', 'tableau', 'linux operating system', 'large language models - llms', 'gpt']",unix operating system database aartificial intelligence machine learning techniques deep learning natural language processing tableau linux operating system large language models - llms gpt,1
Senior Machine Learning Engineer,ServiceNow,"Hyderabad, Telangana, India",6-8 year,The Advanced Technology Group (ATG) at ServiceNow is a customer-focused innovation group building intelligent software and smart user experiences using existing and latest advanced technologies to...,"Aartificial intelligence,Linux Operating system,Machine learning techniques,Natural Language Processing (NLP),Python Programming,PyTorch,Unix Operating system",23 Jan 2025,https://www.karkidi.com/job-details/87604-senior-machine-learning-engineer-job,Full Time,2025-05-20T18:00:21.801001,"['aartificial intelligence', 'linux operating system', 'machine learning techniques', 'natural language processing', 'python programming', 'pytorch', 'unix operating system']",aartificial intelligence linux operating system machine learning techniques natural language processing python programming pytorch unix operating system,1
Staff Machine Learning Engineer - HR AI Innovation,ServiceNow,"Hyderabad, Telangana, India",4-6 year,"An HR AI Innovation Specialist focuses on leveraging cutting-edge artificial intelligence technologies within the Human Resources space to drive business transformation, improve operational...","Aartificial intelligence,Apache Kafka,Linux Operating system,Machine learning techniques,Python Programming,PyTorch,R Programming,Unix Operating system",23 Jan 2025,https://www.karkidi.com/job-details/87603-staff-machine-learning-engineer-hr-ai-innovation-job,Full Time,2025-05-20T18:00:35.031287,"['aartificial intelligence', 'apache kafka', 'linux operating system', 'machine learning techniques', 'python programming', 'pytorch', 'r programming', 'unix operating system']",aartificial intelligence apache kafka linux operating system machine learning techniques python programming pytorch r programming unix operating system,1
"Deep Learning Engineer, Datacenters",NVIDIA,"Bengaluru, Karnataka, India",4-6 year,"As NVIDIA makes inroads into the Datacenter business, our team plays a central role in getting the most out of our exponentially growing datacenter deployments as well as establishing a...","C++,Containerization,CUDA kernels,Deep Learning,Deeplearning4j,Docker,Framework,Large Language Models - LLMs,Linux Operating system,Python Programming,TensorFlow,Unix Operating system",22 Jan 2025,https://www.karkidi.com/job-details/87594-deep-learning-engineer-datacenters-job,Full Time,2025-05-20T18:00:35.032160,"['c++', 'containerization', 'cuda kernels', 'deep learning', 'deeplearning4j', 'docker', 'framework', 'large language models - llms', 'linux operating system', 'python programming', 'tensorflow', 'unix operating system']",c++ containerization cuda kernels deep learning deeplearning4j docker framework large language models - llms linux operating system python programming tensorflow unix operating system,1
